T,F1,RP1,C1,V1,A1,AP1
2013-06-14 14:05:57+05:30,50.18,-7.802,0.034,227.37,0.417,7.809
2013-06-14 14:05:58+05:30,50.18,-7.652,0.034,227.41,0.404,7.659
2013-06-14 14:05:59+05:30,50.18,-7.67,0.034,227.1,0.345,7.679
2013-06-14 14:06:00+05:30,50.17,-7.703,0.034,227.07,0.375,7.708
2013-06-14 14:06:01+05:30,50.18,-7.79,0.034,227.02,0.238,7.794
2013-06-14 14:06:02+05:30,50.18,-7.698,0.034,227.01,0.408,7.709
2013-06-14 14:06:03+05:30,50.19,-7.675,0.034,226.92,0.376,7.684
2013-06-14 14:06:04+05:30,50.18,-7.703,0.034,227,0.301,7.708
2013-06-14 14:06:05+05:30,50.17,-7.646,0.034,227.2,0.272,7.651
2013-06-14 14:06:06+05:30,50.18,-7.623,0.034,227.21,0.33,7.63
2013-06-14 14:06:07+05:30,50.16,-7.753,0.034,227.27,0.339,7.76
2013-06-14 14:06:08+05:30,50.17,-7.731,0.034,227.88,0.33,7.738
2013-06-14 14:06:09+05:30,50.19,-7.673,0.034,227.38,0.292,7.678
2013-06-14 14:06:10+05:30,50.17,-7.629,0.034,227.81,0.392,7.639
2013-06-14 14:06:11+05:30,50.19,-7.693,0.034,227.83,0.414,7.705
2013-06-14 14:06:12+05:30,50.19,-7.728,0.034,227.88,0.396,7.738
2013-06-14 14:06:13+05:30,50.18,-7.707,0.034,227.84,0.365,7.716
2013-06-14 14:06:14+05:30,50.17,-7.664,0.034,227.89,0.385,7.674
2013-06-14 14:06:15+05:30,50.19,-7.739,0.034,227.86,0.374,7.748
2013-06-14 14:06:16+05:30,50.19,-7.722,0.034,227.87,0.297,7.727
2013-06-14 14:06:17+05:30,50.18,-7.733,0.034,227.9,0.308,7.739
2013-06-14 14:06:18+05:30,50.19,-7.736,0.034,227.86,0.445,7.748
2013-06-14 14:06:19+05:30,50.2,-7.773,0.034,227.88,0.344,7.781
2013-06-14 14:06:20+05:30,50.18,-7.793,0.034,227.75,0.488,7.809
2013-06-14 14:06:21+05:30,50.18,-7.746,0.034,227.75,0.373,7.755
2013-06-14 14:06:22+05:30,50.21,-7.637,0.034,227.68,0.354,7.645
2013-06-14 14:06:23+05:30,50.19,-7.668,0.034,227.95,0.344,7.676
2013-06-14 14:06:24+05:30,50.18,-7.785,0.034,227.99,0.404,7.796
2013-06-14 14:06:25+05:30,50.19,-7.69,0.034,228.01,0.387,7.7
2013-06-14 14:06:26+05:30,50.2,-7.691,0.034,227.7,0.374,7.7
2013-06-14 14:06:27+05:30,50.2,-7.776,0.034,228.67,0.413,7.787
2013-06-14 14:06:28+05:30,50.2,-7.831,0.034,228.67,0.385,7.781
2013-06-14 14:06:29+05:30,50.17,-7.899,0.035,228.88,0.434,7.77
2013-06-14 14:06:30+05:30,50.17,-7.838,0.034,228.8,0.33,7.843
2013-06-14 14:06:31+05:30,50.18,-7.76,0.034,228.7,0.416,7.766
2013-06-14 14:06:32+05:30,50.19,-7.831,0.034,228.71,0.377,7.842
2013-06-14 14:06:33+05:30,50.16,-7.858,0.034,228.87,0.403,7.868
2013-06-14 14:06:34+05:30,50.16,-7.802,0.034,228.97,0.3,7.808
2013-06-14 14:06:35+05:30,50.15,-7.81,0.034,228.93,0.337,7.817
2013-06-14 14:06:36+05:30,50.17,-7.813,0.034,229,0.317,7.819
2013-06-14 14:06:37+05:30,50.16,-7.788,0.034,228.89,0.315,7.794
2013-06-14 14:06:38+05:30,50.17,-7.698,0.034,228.88,0.376,7.707
2013-06-14 14:06:39+05:30,50.16,-7.762,0.034,228.91,0.421,7.773
2013-06-14 14:06:40+05:30,50.15,-7.744,0.034,228.95,0.369,7.753
2013-06-14 14:06:41+05:30,50.17,-7.811,0.034,228.93,0.314,7.817
2013-06-14 14:06:42+05:30,50.16,-7.792,0.034,228.99,0.297,7.798
2013-06-14 14:06:43+05:30,50.15,-7.801,0.034,228.96,0.307,7.807
2013-06-14 14:06:45+05:30,50.16,-7.885,0.034,228.94,0.337,7.892
2013-06-14 14:06:46+05:30,50.16,-7.815,0.034,228.49,0.361,7.823
2013-06-14 14:06:47+05:30,50.13,-7.678,0.034,228.62,0.395,7.688
2013-06-14 14:06:48+05:30,50.16,-7.76,0.034,228.27,0.454,7.773
2013-06-14 14:06:49+05:30,50.16,-7.792,0.034,228.37,0.302,7.798
2013-06-14 14:06:50+05:30,50.16,-7.767,0.034,228.34,0.367,7.776
2013-06-14 14:06:51+05:30,50.15,-7.695,0.034,228.03,0.281,7.701
2013-06-14 14:06:52+05:30,50.16,-7.744,0.034,228.29,0.354,7.752
2013-06-14 14:06:53+05:30,50.15,-7.739,0.034,228.22,0.402,7.75
2013-06-14 14:06:54+05:30,50.13,-7.818,0.034,228.23,0.332,7.825
2013-06-14 14:06:55+05:30,50.13,-7.792,0.034,228.22,0.431,7.803
2013-06-14 14:06:56+05:30,50.15,-7.835,0.034,228.26,0.439,7.847
2013-06-14 14:06:57+05:30,50.14,-7.781,0.034,228.19,0.401,7.792
2013-06-14 14:06:58+05:30,50.14,-7.735,0.034,228.29,0.341,7.74
2013-06-14 14:06:59+05:30,50.13,-7.668,0.034,228.26,0.314,7.676
2013-06-14 14:07:00+05:30,50.14,-7.776,0.034,228.28,0.301,7.782
2013-06-14 14:07:01+05:30,50.14,-7.739,0.034,228.25,0.434,7.752
2013-06-14 14:07:02+05:30,50.14,-7.789,0.034,228.23,0.268,7.793
2013-06-14 14:07:03+05:30,50.14,-7.745,0.034,228.32,0.354,7.753
2013-06-14 14:07:04+05:30,50.13,-7.808,0.034,228.27,0.356,7.816
2013-06-14 14:07:05+05:30,50.13,-7.765,0.034,228.21,0.317,7.771
2013-06-14 14:07:06+05:30,50.13,-7.719,0.034,228.12,0.308,7.725
2013-06-14 14:07:07+05:30,50.14,-7.985,0.035,230.6,0.333,7.992
2013-06-14 14:07:08+05:30,50.14,-7.848,0.034,230.53,0.451,7.861
2013-06-14 14:07:09+05:30,50.12,-7.947,0.035,230.4,0.308,7.953
2013-06-14 14:07:10+05:30,50.12,-7.822,0.034,230.59,0.358,7.83
2013-06-14 14:07:11+05:30,50.13,-7.881,0.034,230.69,0.331,7.888
2013-06-14 14:07:12+05:30,50.12,-8.034,0.035,230.76,0.305,8.04
2013-06-14 14:07:13+05:30,50.13,-7.956,0.035,230.78,0.396,7.966
2013-06-14 14:07:14+05:30,50.11,-7.972,0.035,230.75,0.256,7.976
2013-06-14 14:07:15+05:30,50.12,-7.906,0.034,230.61,0.414,7.917
2013-06-14 14:07:16+05:30,50.13,-7.958,0.035,230.76,0.345,7.965
2013-06-14 14:07:18+05:30,50.12,-7.835,0.034,230.08,0.397,7.845
2013-06-14 14:07:19+05:30,50.13,-7.971,0.035,230.6,0.401,7.981
2013-06-14 14:07:20+05:30,50.11,-7.915,0.034,230.73,0.318,7.922
2013-06-14 14:07:21+05:30,50.12,-7.968,0.035,230.69,0.295,7.974
2013-06-14 14:07:22+05:30,50.11,-7.896,0.034,230.82,0.336,7.903
2013-06-14 14:07:23+05:30,50.12,-7.918,0.034,230.78,0.295,7.923
2013-06-14 14:07:24+05:30,50.12,-7.929,0.034,230.86,0.352,7.937
2013-06-14 14:07:25+05:30,50.11,-7.96,0.035,230.83,0.363,7.968
2013-06-14 14:07:26+05:30,50.12,-7.965,0.035,230.99,0.361,7.973
2013-06-14 14:07:27+05:30,50.12,-7.986,0.035,231.01,0.398,7.995
2013-06-14 14:07:28+05:30,50.1,-7.964,0.035,231.02,0.402,7.974
2013-06-14 14:07:29+05:30,50.12,-8.019,0.035,231.11,0.438,8.031
2013-06-14 14:07:30+05:30,50.13,-7.905,0.035,231.02,0.351,7.91
2013-06-14 14:07:31+05:30,50.14,-8.016,0.035,231,0.272,8.025
2013-06-14 14:07:32+05:30,50.12,-7.92,0.034,230.97,0.362,7.928
2013-06-14 14:07:33+05:30,50.1,-7.93,0.034,230.89,0.356,7.938
2013-06-14 14:07:34+05:30,50.11,-7.943,0.034,230.95,0.349,7.95
2013-06-14 14:07:35+05:30,50.12,-8.007,0.035,230.98,0.374,8.015
2013-06-14 14:07:36+05:30,50.1,-7.932,0.034,230.9,0.308,7.938
2013-06-14 14:07:37+05:30,50.1,-7.878,0.034,230.89,0.308,7.884
2013-06-14 14:07:38+05:30,50.11,-7.97,0.035,230.5,0.344,7.978
2013-06-14 14:07:39+05:30,50.13,-7.963,0.035,230.59,0.334,7.97
2013-06-14 14:07:40+05:30,50.11,-7.895,0.034,230.5,0.347,7.903
2013-06-14 14:07:41+05:30,50.11,-7.855,0.034,230.57,0.346,7.862
2013-06-14 14:07:42+05:30,50.1,-7.894,0.034,230.5,0.368,7.903
2013-06-14 14:07:43+05:30,50.12,-7.896,0.034,230.45,0.5,7.912
2013-06-14 14:07:44+05:30,50.1,-7.938,0.034,230.47,0.338,7.945
2013-06-14 14:07:45+05:30,50.11,-7.876,0.034,230.32,0.397,7.886
2013-06-14 14:07:46+05:30,50.11,-7.933,0.034,230.37,0.368,7.941
2013-06-14 14:07:47+05:30,50.1,-7.901,0.034,230.37,0.346,7.909
2013-06-14 14:07:48+05:30,50.11,-7.944,0.035,230.33,0.309,7.95
2013-06-14 14:07:49+05:30,50.1,-7.876,0.034,230.28,0.373,7.884
2013-06-14 14:07:50+05:30,50.1,-7.943,0.035,230.34,0.344,7.951
2013-06-14 14:07:51+05:30,50.1,-7.817,0.034,230.24,0.441,7.829
2013-06-14 14:07:52+05:30,50.08,-7.895,0.034,230.33,0.451,7.908
2013-06-14 14:07:53+05:30,50.08,-7.862,0.034,230.31,0.447,7.875
2013-06-14 14:07:54+05:30,50.07,-7.963,0.035,230.33,0.364,7.972
2013-06-14 14:07:55+05:30,50.07,-7.851,0.034,230.41,0.299,7.857
2013-06-14 14:07:56+05:30,50.1,-7.947,0.035,230.41,0.321,7.953
2013-06-14 14:07:57+05:30,50.08,-7.933,0.034,230.4,0.381,7.942
2013-06-14 14:07:58+05:30,50.1,-7.87,0.034,230.37,0.333,7.877
2013-06-14 14:07:59+05:30,50.07,-7.89,0.034,230.42,0.409,7.9
2013-06-14 14:08:00+05:30,50.08,-7.925,0.034,230.44,0.353,7.933
2013-06-14 14:08:01+05:30,50.09,-7.944,0.035,230.37,0.36,7.899
2013-06-14 14:08:02+05:30,50.08,-7.965,0.034,230.52,0.354,7.973
2013-06-14 14:08:03+05:30,50.1,-7.901,0.034,230.42,0.251,7.91
2013-06-14 14:08:04+05:30,50.1,-7.944,0.035,230.39,0.378,7.953
2013-06-14 14:08:05+05:30,50.08,-7.935,0.034,230.37,0.326,7.941
2013-06-14 14:08:06+05:30,50.1,-7.898,0.034,230.29,0.355,7.906
2013-06-14 14:08:07+05:30,50.1,-7.866,0.034,230.23,0.317,7.872
2013-06-14 14:08:08+05:30,50.08,-8.012,0.035,230.37,0.237,8.016
2013-06-14 14:08:09+05:30,50.09,-7.887,0.034,230.36,0.415,7.898
2013-06-14 14:08:10+05:30,50.08,-7.879,0.034,230.29,0.314,7.885
2013-06-14 14:08:11+05:30,50.08,-7.864,0.034,230.35,0.439,7.876
2013-06-14 14:08:12+05:30,50.1,-7.904,0.034,229.92,0.414,7.915
2013-06-14 14:08:13+05:30,50.1,-7.836,0.034,230.35,0.35,7.844
2013-06-14 14:08:14+05:30,50.08,-7.927,0.034,230.25,0.398,7.937
2013-06-14 14:08:15+05:30,50.09,-7.928,0.034,230.18,0.315,7.935
2013-06-14 14:08:16+05:30,50.08,-7.89,0.034,230.32,0.338,7.897
2013-06-14 14:08:17+05:30,50.08,-7.884,0.034,230.25,0.411,7.894
2013-06-14 14:08:18+05:30,50.1,-7.856,0.034,230.29,0.34,7.863
2013-06-14 14:08:19+05:30,50.09,-7.827,0.034,230.14,0.384,7.837
2013-06-14 14:08:20+05:30,50.1,-7.923,0.035,229.66,0.267,7.927
2013-06-14 14:08:21+05:30,50.08,-7.868,0.034,229.9,0.248,7.872
2013-06-14 14:08:22+05:30,50.07,-7.857,0.034,229.94,0.283,7.862
2013-06-14 14:08:23+05:30,50.08,-7.839,0.034,229.83,0.378,7.848
2013-06-14 14:08:24+05:30,50.08,-7.786,0.034,229.85,0.361,7.794
2013-06-14 14:08:25+05:30,50.08,-7.84,0.034,229.92,0.407,7.851
2013-06-14 14:08:26+05:30,50.06,-7.836,0.034,230.09,0.395,7.846
2013-06-14 14:08:27+05:30,50.07,-7.88,0.034,230.07,0.36,7.888
2013-06-14 14:08:28+05:30,50.06,-7.878,0.034,230.02,0.36,7.886
2013-06-14 14:08:29+05:30,50.08,-7.87,0.034,230.03,0.31,7.876
2013-06-14 14:08:30+05:30,50.06,-7.873,0.034,230.06,0.238,7.952
2013-06-14 14:08:31+05:30,50.05,-7.899,0.034,230.12,0.353,7.907
2013-06-14 14:08:32+05:30,50.05,-7.833,0.034,229.97,0.279,7.842
2013-06-14 14:08:33+05:30,50.06,-7.895,0.034,229.91,0.354,7.903
2013-06-14 14:08:34+05:30,50.06,-7.957,0.035,229.91,0.364,7.965
2013-06-14 14:08:35+05:30,50.06,-7.861,0.034,229.8,0.335,7.868
2013-06-14 14:08:36+05:30,50.06,-7.918,0.035,229.84,0.492,7.933
2013-06-14 14:08:37+05:30,50.06,-7.851,0.034,229.81,0.321,7.858
2013-06-14 14:08:38+05:30,50.05,-7.887,0.034,229.83,0.233,7.891
2013-06-14 14:08:39+05:30,50.05,-7.826,0.034,229.77,0.368,7.835
2013-06-14 14:08:40+05:30,50.06,-7.915,0.034,229.78,0.291,7.921
2013-06-14 14:08:41+05:30,50.04,-7.883,0.034,229.88,0.388,7.892
2013-06-14 14:08:42+05:30,50.04,-7.854,0.034,229.57,0.312,7.86
2013-06-14 14:08:43+05:30,50.04,-7.778,0.034,229.57,0.334,7.785
2013-06-14 14:08:44+05:30,50.03,-7.749,0.034,229.72,0.364,7.758
2013-06-14 14:08:45+05:30,50.03,-7.926,0.035,229.78,0.281,7.931
2013-06-14 14:08:46+05:30,50.03,-7.881,0.034,229.79,0.367,7.889
2013-06-14 14:08:47+05:30,50.04,-7.818,0.034,229.84,0.365,7.827
2013-06-14 14:08:48+05:30,50.05,-7.879,0.034,229.41,0.353,7.887
2013-06-14 14:08:49+05:30,50.05,-7.98,0.035,229.54,0.335,7.987
2013-06-14 14:08:50+05:30,50.03,-7.834,0.034,229.23,0.253,7.838
2013-06-14 14:08:51+05:30,50.05,-7.745,0.034,229.26,0.351,7.753
2013-06-14 14:08:52+05:30,50.03,-7.757,0.034,229.35,0.394,7.767
2013-06-14 14:08:53+05:30,50.04,-7.852,0.034,229.28,0.37,7.861
2013-06-14 14:08:54+05:30,50.02,-7.89,0.034,229.33,0.278,7.895
2013-06-14 14:08:55+05:30,50.03,-7.756,0.034,229.36,0.402,7.767
2013-06-14 14:08:56+05:30,50.04,-7.771,0.034,229.31,0.269,7.776
2013-06-14 14:08:57+05:30,50.04,-7.87,0.034,229.22,0.412,7.88
2013-06-14 14:08:58+05:30,50.03,-7.892,0.034,229.19,0.362,7.901
2013-06-14 14:08:59+05:30,50.02,-7.672,0.034,227.84,0.417,7.683
2013-06-14 14:09:00+05:30,50.03,-7.662,0.034,227.8,0.37,7.671
2013-06-14 14:09:01+05:30,50.04,-7.771,0.034,227.76,0.294,7.777
2013-06-14 14:09:02+05:30,50.04,-7.691,0.034,227.86,0.246,7.695
2013-06-14 14:09:03+05:30,50.03,-7.806,0.034,227.9,0.354,7.814
2013-06-14 14:09:04+05:30,50.02,-7.734,0.034,227.91,0.288,7.74
2013-06-14 14:09:05+05:30,50.02,-7.818,0.034,227.91,0.336,7.825
2013-06-14 14:09:06+05:30,50.02,-7.649,0.034,228.02,0.346,7.657
2013-06-14 14:09:07+05:30,50.05,-7.746,0.034,228.02,0.346,7.754
2013-06-14 14:09:08+05:30,50.04,-7.69,0.034,228,0.376,7.699
2013-06-14 14:09:09+05:30,50.02,-7.814,0.034,227.99,0.459,7.827
2013-06-14 14:09:10+05:30,50.05,-7.773,0.034,228.07,0.242,7.777
2013-06-14 14:09:11+05:30,50.04,-7.746,0.034,228.29,0.313,7.752
2013-06-14 14:09:12+05:30,50.04,-7.725,0.034,228.32,0.33,7.732
2013-06-14 14:09:13+05:30,50.01,-7.821,0.034,228.29,0.315,7.827
2013-06-14 14:09:14+05:30,50.02,-7.742,0.034,228.24,0.374,7.751
2013-06-14 14:09:15+05:30,50.03,-7.78,0.034,228.3,0.288,7.785
2013-06-14 14:09:16+05:30,50.05,-7.768,0.034,228.27,0.275,7.773
2013-06-14 14:09:17+05:30,50.04,-7.754,0.034,228.26,0.361,7.762
2013-06-14 14:09:18+05:30,50.02,-7.795,0.034,228.08,0.23,7.798
2013-06-14 14:09:19+05:30,50.06,-7.811,0.034,228.06,0.354,7.819
2013-06-14 14:09:20+05:30,50.02,-7.774,0.034,227.95,0.38,7.783
2013-06-14 14:09:21+05:30,50.04,-7.771,0.034,228.05,0.289,7.776
2013-06-14 14:09:22+05:30,50.05,-7.746,0.034,228.06,0.375,7.755
2013-06-14 14:09:23+05:30,50.05,-7.684,0.034,227.78,0.351,7.692
2013-06-14 14:09:24+05:30,50.04,-7.717,0.034,227.83,0.371,7.726
2013-06-14 14:09:25+05:30,50.04,-7.665,0.034,227.54,0.351,7.673
2013-06-14 14:09:26+05:30,50.05,-7.741,0.034,227.52,0.314,7.747
2013-06-14 14:09:27+05:30,50.05,-7.645,0.034,227.41,0.437,7.658
2013-06-14 14:09:28+05:30,50.06,-7.716,0.034,227.23,0.419,7.727
2013-06-14 14:09:29+05:30,50.04,-7.656,0.034,227.57,0.335,7.663
2013-06-14 14:09:30+05:30,50.04,-7.778,0.034,228.3,0.326,7.785
2013-06-14 14:09:31+05:30,50.06,-7.746,0.034,228.27,0.281,7.752
2013-06-14 14:09:32+05:30,50.07,-7.809,0.034,227.95,0.326,7.816
2013-06-14 14:09:33+05:30,50.05,-7.647,0.034,227.98,0.363,7.656
2013-06-14 14:09:34+05:30,50.07,-7.744,0.034,228.03,0.397,7.754
2013-06-14 14:09:35+05:30,50.04,-7.732,0.034,227.91,0.329,7.781
2013-06-14 14:09:36+05:30,50.06,-7.676,0.034,227.85,0.309,7.682
2013-06-14 14:09:37+05:30,50.05,-7.745,0.034,227.9,0.429,7.753
2013-06-14 14:09:38+05:30,50.05,-7.748,0.034,228.16,0.4,7.758
2013-06-14 14:09:39+05:30,50.06,-7.663,0.034,228.18,0.35,7.673
2013-06-14 14:09:40+05:30,50.08,-7.774,0.034,228.18,0.381,7.784
2013-06-14 14:09:41+05:30,50.07,-7.685,0.034,228.27,0.475,7.7
2013-06-14 14:09:42+05:30,50.07,-7.888,0.035,228.4,0.314,7.895
2013-06-14 14:09:43+05:30,50.07,-7.734,0.034,228.38,0.406,7.745
2013-06-14 14:09:44+05:30,50.08,-7.681,0.034,228.38,0.373,7.69
2013-06-14 14:09:45+05:30,50.07,-7.701,0.034,228.34,0.4,7.711
2013-06-14 14:09:46+05:30,50.07,-7.823,0.034,228.42,0.374,7.832
2013-06-14 14:09:47+05:30,50.09,-7.827,0.034,228.28,0.39,7.837
2013-06-14 14:09:48+05:30,50.09,-7.726,0.034,228.34,0.315,7.733
2013-06-14 14:09:49+05:30,50.08,-7.761,0.034,228.29,0.446,7.774
2013-06-14 14:21:57+05:30,50.09,-7.74,0.034,227.91,0.383,7.75
2013-06-14 14:21:58+05:30,50.07,-7.742,0.034,228.02,0.43,7.754
2013-06-14 14:21:59+05:30,50.08,-7.791,0.034,228,0.486,7.806
2013-06-14 14:22:00+05:30,50.1,-7.658,0.034,227.91,0.299,7.664
2013-06-14 14:22:01+05:30,50.09,-7.777,0.034,227.98,0.337,7.785
2013-06-14 14:22:02+05:30,50.07,-7.666,0.034,227.86,0.326,7.673
2013-06-14 14:22:03+05:30,50.1,-7.741,0.034,227.83,0.324,7.747
2013-06-14 14:22:04+05:30,50.1,-7.709,0.034,227.88,0.34,7.717
2013-06-14 14:22:05+05:30,50.09,-7.731,0.034,227.77,0.469,7.745
2013-06-14 14:22:06+05:30,50.09,-7.791,0.034,227.81,0.368,7.8
2013-06-14 14:22:07+05:30,50.09,-7.831,0.034,227.76,0.387,7.841
2013-06-14 14:22:08+05:30,50.09,-7.712,0.034,227.91,0.31,7.718
2013-06-14 14:22:09+05:30,50.11,-7.766,0.034,227.93,0.312,7.772
2013-06-14 14:22:10+05:30,50.1,-7.593,0.033,227.96,0.341,7.6
2013-06-14 14:22:11+05:30,50.1,-7.701,0.034,227.99,0.366,7.71
2013-06-14 14:22:12+05:30,50.1,-7.679,0.034,227.93,0.338,7.686
2013-06-14 14:22:13+05:30,50.09,-7.689,0.034,227.89,0.321,7.696
2013-06-14 14:22:14+05:30,50.08,-7.774,0.034,228.26,0.379,7.783
2013-06-14 14:22:15+05:30,50.08,-7.748,0.034,228.12,0.379,7.757
2013-06-14 14:22:16+05:30,50.1,-7.701,0.034,228.23,0.308,7.707
2013-06-14 14:22:17+05:30,50.09,-7.934,0.035,228.2,0.302,7.94
2013-06-14 14:22:18+05:30,50.09,-7.698,0.034,228.15,0.312,7.704
2013-06-14 14:22:19+05:30,50.1,-7.801,0.034,228.15,0.405,7.812
2013-06-14 14:22:20+05:30,50.11,-7.774,0.034,228.19,0.324,7.781
2013-06-14 14:22:21+05:30,50.08,-7.772,0.034,228.07,0.29,7.777
2013-06-14 14:22:22+05:30,50.07,-7.685,0.034,228.12,0.356,7.693
2013-06-14 14:22:23+05:30,50.1,-7.748,0.034,228.08,0.36,7.756
2013-06-14 14:22:24+05:30,50.1,-7.806,0.034,228.16,0.294,7.812
2013-06-14 14:22:25+05:30,50.1,-7.834,0.034,228.16,0.39,7.844
2013-06-14 14:22:26+05:30,50.1,-7.772,0.034,228.1,0.31,7.778
2013-06-14 14:22:27+05:30,50.1,-7.623,0.033,227.87,0.34,7.63
2013-06-14 14:22:28+05:30,50.08,-7.707,0.034,227.77,0.303,7.713
2013-06-14 14:22:29+05:30,50.09,-7.65,0.034,227.76,0.364,7.659
2013-06-14 14:22:30+05:30,50.08,-7.706,0.034,227.82,0.371,7.715
2013-06-14 14:22:31+05:30,50.07,-7.814,0.034,227.8,0.32,7.821
2013-06-14 14:22:32+05:30,50.09,-7.697,0.034,227.86,0.367,7.705
2013-06-14 14:22:33+05:30,50.09,-7.715,0.034,227.76,0.365,7.723
2013-06-14 14:22:34+05:30,50.08,-7.702,0.034,227.65,0.322,7.709
2013-06-14 14:22:35+05:30,50.07,-7.746,0.034,227.47,0.394,7.756
2013-06-14 14:22:36+05:30,50.1,-7.737,0.034,227.57,0.435,7.749
2013-06-14 14:22:37+05:30,50.09,-7.576,0.033,227.41,0.31,7.582
2013-06-14 14:22:38+05:30,50.07,-7.659,0.034,227.45,0.406,7.67
2013-06-14 14:22:39+05:30,50.1,-7.714,0.034,227.48,0.406,7.725
2013-06-14 14:22:40+05:30,50.09,-7.696,0.034,227.47,0.336,7.703
2013-06-14 14:22:41+05:30,50.08,-7.843,0.035,227.59,0.458,7.734
2013-06-14 14:22:42+05:30,50.1,-7.636,0.034,227.32,0.333,7.644
2013-06-14 14:22:43+05:30,50.09,-7.572,0.033,227.06,0.349,7.58
2013-06-14 14:22:44+05:30,50.09,-7.684,0.034,226.71,0.377,7.692
2013-06-14 14:22:45+05:30,50.09,-7.745,0.034,226.83,0.37,7.752
2013-06-14 14:22:46+05:30,50.07,-7.712,0.034,227.2,0.401,7.723
2013-06-14 14:22:47+05:30,50.1,-7.603,0.034,227.08,0.414,7.614
2013-06-14 14:22:48+05:30,50.07,-7.666,0.034,227.09,0.46,7.679
2013-06-14 14:22:49+05:30,50.09,-7.685,0.034,227.15,0.33,7.692
2013-06-14 14:22:50+05:30,50.1,-7.574,0.033,226.8,0.381,7.583
2013-06-14 14:22:51+05:30,50.1,-7.574,0.033,226.8,0.381,7.583
2013-06-14 14:22:52+05:30,50.09,-7.632,0.034,226.58,0.354,7.641
2013-06-14 14:22:53+05:30,50.08,-7.645,0.034,226.62,0.352,7.653
2013-06-14 14:22:54+05:30,50.09,-7.583,0.034,226.53,0.445,7.596
2013-06-14 14:22:55+05:30,50.1,-7.585,0.034,226.42,0.324,7.592
2013-06-14 14:22:56+05:30,50.08,-7.667,0.034,226.38,0.384,7.677
2013-06-14 14:22:57+05:30,50.07,-7.615,0.034,226.41,0.38,7.624
2013-06-14 14:22:58+05:30,50.06,-7.642,0.034,227.56,0.395,7.652
2013-06-14 14:22:59+05:30,50.11,-7.603,0.034,226.41,0.397,7.613
2013-06-14 14:23:00+05:30,50.1,-7.652,0.034,226.34,0.433,7.665
2013-06-14 14:23:01+05:30,50.11,-7.54,0.033,226.4,0.35,7.548
2013-06-14 14:23:02+05:30,50.1,-7.648,0.034,226.26,0.235,7.651
2013-06-14 14:23:03+05:30,50.1,-7.657,0.034,226.27,0.281,7.662
2013-06-14 14:23:04+05:30,50.1,-7.647,0.034,226.37,0.342,7.655
2013-06-14 14:23:05+05:30,50.1,-7.663,0.034,226.54,0.367,7.671
2013-06-14 14:23:06+05:30,50.1,-7.778,0.034,226.92,0.454,7.791
2013-06-14 14:23:07+05:30,50.09,-7.688,0.034,226.62,0.343,7.74
2013-06-14 14:23:08+05:30,50.1,-7.644,0.034,226.62,0.335,7.652
2013-06-14 14:23:09+05:30,50.09,-7.651,0.034,226.64,0.45,7.664
2013-06-14 14:23:10+05:30,50.1,-7.538,0.033,226.63,0.323,7.545
2013-06-14 14:23:11+05:30,226.58,7.726,-7.719,0.34,0.014,0.043
2013-06-14 14:23:12+05:30,50.1,-7.534,0.033,226.57,0.366,7.543
2013-06-14 14:23:13+05:30,50.1,-7.6,0.034,226.63,0.399,7.61
2013-06-14 14:23:14+05:30,50.09,-7.587,0.033,226.76,0.291,7.593
2013-06-14 14:23:15+05:30,50.09,-7.637,0.034,226.77,0.397,7.647
2013-06-14 14:23:16+05:30,50.11,-7.715,0.034,226.88,0.403,7.726
2013-06-14 14:23:17+05:30,50.09,-7.686,0.034,226.81,0.293,7.691
2013-06-14 14:23:18+05:30,50.08,-7.7,0.034,226.94,0.307,7.706
2013-06-14 14:23:19+05:30,50.1,-7.639,0.034,226.8,0.375,7.648
2013-06-14 14:23:20+05:30,50.08,-7.836,0.035,226.86,0.268,7.841
2013-06-14 14:23:21+05:30,50.07,-7.727,0.034,226.81,0.337,7.734
2013-06-14 14:23:22+05:30,50.1,-7.667,0.034,226.89,0.308,7.673
2013-06-14 14:23:23+05:30,50.1,-7.695,0.034,226.84,0.359,7.703
2013-06-14 14:23:24+05:30,50.09,-7.702,0.034,226.8,0.393,7.712
2013-06-14 14:23:25+05:30,50.07,-7.642,0.034,226.85,0.338,7.65
2013-06-14 14:23:26+05:30,50.09,-7.672,0.034,226.83,0.367,7.681
2013-06-14 14:23:27+05:30,50.09,-7.666,0.034,226.8,0.247,7.67
2013-06-14 14:23:28+05:30,50.09,-7.7,0.034,226.71,0.381,7.709
2013-06-14 14:23:29+05:30,50.09,-7.665,0.034,226.67,0.401,7.676
2013-06-14 14:23:30+05:30,50.1,-7.654,0.034,226.52,0.294,7.66
2013-06-14 14:23:31+05:30,50.1,-7.62,0.034,226.57,0.381,7.63
2013-06-14 14:23:32+05:30,50.06,-7.587,0.034,226.6,0.412,7.598
2013-06-14 14:23:33+05:30,50.05,-7.579,0.034,226.28,0.361,7.588
2013-06-14 14:23:34+05:30,50.04,-7.698,0.034,225.97,0.341,7.705
2013-06-14 14:23:35+05:30,50.06,-7.579,0.034,225.98,0.378,7.588
2013-06-14 14:23:36+05:30,50.04,-7.572,0.034,226.02,0.324,7.579
2013-06-14 14:23:37+05:30,50.05,-7.653,0.034,225.91,0.35,7.661
2013-06-14 14:23:38+05:30,50.05,-7.563,0.034,225.85,0.4,7.573
