T,F1,RP1,C1,V1,A1,AP1
2013-06-21 06:57:17+05:30,50.21,-25.177,0.828,229.72,188.46,190.134
2013-06-21 06:57:18+05:30,50.21,-25.537,0.828,229.72,188.451,190.174
2013-06-21 06:57:19+05:30,50.22,-25.698,0.833,229.44,189.356,191.092
2013-06-21 06:57:20+05:30,50.21,-24.833,0.819,229.46,186.291,187.939
2013-06-21 06:57:21+05:30,50.2,-26.303,0.839,229.57,190.709,192.514
2013-06-21 06:57:22+05:30,50.18,-25.591,0.826,229.55,187.941,189.676
2013-06-21 06:57:23+05:30,50.21,-24.532,0.815,229.58,185.435,187.051
2013-06-21 06:57:24+05:30,50.2,-24.38,0.812,229.62,184.836,186.437
2013-06-21 06:57:33+05:30,50.2,-25.655,0.832,229.59,189.295,191.026
2013-06-21 06:57:34+05:30,50.19,-24.376,0.82,229.59,186.608,188.193
2013-06-21 06:57:35+05:30,50.22,-26.289,0.839,229.5,190.757,192.56
2013-06-21 06:57:36+05:30,50.21,-27.208,0.855,229.49,194.342,196.237
2013-06-21 06:57:37+05:30,50.18,-25.743,0.833,229.56,189.383,191.125
2013-06-21 06:57:38+05:30,50.21,-26.639,0.845,229.54,192.116,193.954
2013-06-21 06:57:39+05:30,50.22,-24.732,0.819,229.28,186.062,187.698
2013-06-21 06:57:40+05:30,50.21,-26.637,0.844,229.27,191.737,193.579
2013-06-21 06:57:41+05:30,50.21,-26.697,0.837,229.32,190.138,192.003
2013-06-21 06:57:42+05:30,50.21,-25.635,0.829,229.42,188.45,190.186
2013-06-21 06:57:43+05:30,50.19,-26.139,0.84,229.39,190.963,192.744
2013-06-21 06:57:44+05:30,50.21,-26.125,0.836,229.43,190.085,191.872
2013-06-21 06:57:45+05:30,50.22,-26.244,0.837,229.39,190.151,191.953
2013-06-21 06:57:46+05:30,50.22,-25.838,0.833,229.38,189.209,190.965
2013-06-21 06:57:47+05:30,50.21,-27.306,0.84,229.37,190.839,192.783
2013-06-21 06:57:48+05:30,50.21,-26.508,0.832,229.39,188.973,190.823
2013-06-21 06:57:49+05:30,50.23,-26.78,0.846,229.4,192.134,193.991
2013-06-21 06:57:50+05:30,50.23,-27.907,0.846,229.62,192.304,194.318
2013-06-21 06:57:51+05:30,50.24,-25.795,0.831,229.32,188.803,190.557
2013-06-21 06:57:52+05:30,50.24,-28.259,0.861,229.36,195.545,197.576
2013-06-21 06:57:53+05:30,50.23,-26.193,0.834,229.47,189.555,191.356
2013-06-21 06:57:54+05:30,50.24,-25.989,0.834,229.36,189.461,191.235
2013-06-21 06:57:55+05:30,50.23,-26.553,0.842,229.29,191.169,199.156
2013-06-21 06:57:56+05:30,50.22,-25.872,0.829,229.41,188.438,194.871
2013-06-24 10:34:48+05:30,50.23,-26.193,0.834,229.47,189.555,191.356
2013-06-24 10:34:49+05:30,50.24,-25.989,0.834,229.36,189.461,191.235
2013-06-24 10:34:50+05:30,50.23,-26.553,0.842,229.29,191.169,199.156
2013-06-24 10:34:51+05:30,50.22,-25.872,0.829,229.41,188.438,194.871
2013-06-24 10:34:55+05:30,50.13,-34.397,1.072,222.42,235.845,238.34
2013-06-24 10:34:56+05:30,50.13,-34.453,0.946,222.45,207.521,210.361
2013-06-24 10:34:57+05:30,50.14,-34.309,0.927,222.65,203.568,206.439
2013-06-24 10:34:58+05:30,50.13,-24.923,1.189,222.31,263.209,264.387
2013-06-24 10:34:59+05:30,50.14,-35.952,0.956,222.76,210.003,213.058
2013-06-24 10:35:00+05:30,50.14,-28.648,1.125,222.05,248.244,249.891
2013-06-24 10:35:01+05:30,50.14,-28.7,1.106,221.96,243.729,245.413
2013-06-24 10:35:02+05:30,50.15,-30.747,1.092,222.15,240.637,242.594
2013-06-24 10:35:03+05:30,50.14,-18.214,1.206,221.72,266.722,267.343
2013-06-24 10:35:04+05:30,50.15,-29.979,1.083,222.11,238.763,243.502
2013-06-24 10:35:05+05:30,50.15,-26.555,1.139,222.01,251.35,252.723
2013-06-24 10:35:06+05:30,50.15,-28.161,1.177,222.02,260.527,246.86
2013-06-24 10:35:07+05:30,50.15,-30.18,1.084,221.85,265.084,240.786
2013-06-24 10:35:08+05:30,50.14,-26.96,1.113,222.1,244.232,247.109
2013-06-24 10:35:09+05:30,50.16,-36.287,1.024,222.29,230.616,227.789
2013-06-24 10:35:10+05:30,50.16,-36.124,1.038,222.49,228.114,230.957
2013-06-24 10:35:11+05:30,50.16,-33.258,1.017,222.43,223.872,226.329
2013-06-24 10:35:12+05:30,50.15,-34.982,1.007,222.48,221.371,224.118
2013-06-24 10:35:13+05:30,50.14,-32.639,1.039,222.52,228.846,231.162
2013-06-24 10:35:14+05:30,50.15,-30.117,1.085,222.37,239.392,241.279
2013-06-24 10:35:15+05:30,50.16,-30.126,1.13,222.47,249.634,251.445
2013-06-24 10:35:16+05:30,50.17,-33.393,1.078,222.48,237.454,239.791
2013-06-24 10:35:17+05:30,50.16,-34.765,1.077,222.51,237.107,239.642
2013-06-24 10:35:18+05:30,50.14,-33.597,1.024,222.57,225.336,227.827
2013-06-24 10:35:19+05:30,50.18,-34.668,1.003,222.45,220.293,223.004
2013-06-24 10:35:20+05:30,50.17,-29.974,1.126,222.33,248.594,250.394
2013-06-24 10:35:21+05:30,50.17,-32.35,1.012,222.57,222.98,225.315
2013-06-24 10:35:22+05:30,50.18,-33.075,0.983,222.42,216.021,218.538
2013-06-24 10:35:23+05:30,50.16,-33.245,0.977,222.47,214.7,217.259
2013-06-24 10:35:24+05:30,50.18,-33.147,0.983,222.63,216.229,218.755
2013-06-24 10:35:25+05:30,50.16,-37.742,0.931,222.53,203.625,207.093
2013-06-24 10:35:26+05:30,50.17,-34.755,1.093,222.46,240.642,243.139
2013-06-24 10:35:27+05:30,50.17,-34.8,0.93,222.72,204.287,207.23
2013-06-24 10:35:28+05:30,50.18,-33.36,0.975,222.63,214.6,217.177
2013-06-24 10:35:29+05:30,50.16,-32.123,1.035,222.59,228.2,230.45
2013-06-24 10:35:30+05:30,50.16,-31.879,1.041,222.33,229.281,231.487
2013-06-24 10:35:31+05:30,50.18,-32.915,0.997,222.18,218.966,221.426
2013-06-24 10:35:32+05:30,50.16,-33.549,1.012,222.62,222.748,225.26
2013-06-24 10:35:33+05:30,50.17,-32.99,1.035,222.4,227.918,230.293
2013-06-24 10:35:34+05:30,50.16,-33.095,1.079,222.43,237.789,240.081
2013-06-24 10:35:35+05:30,50.17,-26.391,1.13,222.25,249.657,251.048
2013-06-24 10:35:36+05:30,50.19,-28.6,1.109,222.42,244.89,246.555
2013-06-24 10:35:37+05:30,50.18,-30.761,1.093,222.3,241.093,243.047
2013-06-24 10:35:38+05:30,50.18,-33.554,1.014,222.45,223.03,225.54
2013-06-24 10:35:39+05:30,50.18,-34.823,1.06,222.28,233.07,235.657
2013-06-24 10:35:40+05:30,50.19,-33.053,1.091,222.35,240.268,242.531
2013-06-24 10:35:41+05:30,50.18,-32.538,1.085,222.36,239.147,241.351
2013-06-24 10:35:42+05:30,50.17,-31.676,1.074,222.58,236.874,238.983
2013-06-24 10:35:43+05:30,50.18,-28.875,1.159,222.43,256.142,257.764
2013-06-24 10:35:45+05:30,50.17,-32.791,1.014,222.61,223.269,225.664
2013-06-24 10:35:46+05:30,50.18,-31.271,1.081,222.59,238.475,240.516
2013-06-24 10:35:47+05:30,50.15,-28.462,1.109,222.57,245.148,246.795
2013-06-24 10:35:48+05:30,50.19,-31.147,1.063,222.67,234.568,236.627
2013-06-24 10:35:49+05:30,50.16,-31.834,1.089,222.4,240.153,242.254
2013-06-24 10:35:50+05:30,50.17,-35.81,0.884,222.87,193.823,197.103
2013-06-24 10:35:51+05:30,50.18,-33.492,0.869,222.88,190.685,193.604
2013-06-24 10:35:52+05:30,50.17,-34.908,0.932,222.73,204.703,207.658
2013-06-24 10:35:53+05:30,50.16,-33.195,0.865,222.79,189.811,192.692
2013-06-24 10:35:54+05:30,50.16,-33.967,0.886,222.74,194.295,197.242
2013-06-24 10:35:55+05:30,50.18,-33.1,0.875,222.41,191.871,194.705
2013-06-24 10:35:56+05:30,50.16,-32.875,0.865,222.57,189.713,192.54
2013-06-24 10:35:57+05:30,50.16,-32.803,0.865,222.55,189.766,192.58
2013-06-24 10:35:58+05:30,50.15,-33.441,0.874,222.29,191.353,194.253
2013-06-24 10:35:59+05:30,50.17,-33.502,0.896,222.27,196.37,199.208
2013-06-24 10:36:00+05:30,50.16,-33.558,0.878,222.52,192.518,195.421
2013-06-24 10:36:01+05:30,50.16,-32.652,0.847,222.38,185.598,188.448
2013-06-24 10:36:02+05:30,50.15,-33.42,0.865,222.35,189.312,192.239
2013-06-24 10:36:03+05:30,50.16,-33.16,0.867,222.37,190.008,192.88
2013-06-24 10:36:04+05:30,50.16,-33.27,0.89,222.35,195.158,197.974
2013-06-24 10:36:05+05:30,50.16,-34.733,0.867,222.2,189.458,182.634
2013-06-24 10:36:06+05:30,50.15,-33.216,0.848,221.99,185.45,191.853
2013-06-24 10:36:07+05:30,50.16,-32.447,0.872,222.1,190.711,188.222
2013-06-24 10:36:08+05:30,50.16,-30.766,0.816,222.4,178.921,181.322
2013-06-24 10:36:09+05:30,50.16,-31.981,0.828,222.14,181.616,183.94
2013-06-24 10:36:10+05:30,50.14,-31.934,0.822,222.28,178.742,181.746
2013-06-24 10:36:11+05:30,50.16,-32.882,0.87,220.99,189.78,192.608
2013-06-24 10:36:12+05:30,50.17,-33.15,0.849,221.57,185.046,187.992
2013-06-24 10:36:13+05:30,50.16,-32.174,0.839,221.76,183.288,186.091
2013-06-24 10:36:14+05:30,50.19,-32.233,0.837,221.61,182.617,185.439
2013-06-24 10:36:15+05:30,50.16,-32.928,0.867,221.6,189.311,192.153
2013-06-24 10:36:16+05:30,50.17,-34.266,0.895,221.6,195.464,198.444
2013-06-24 10:36:17+05:30,50.17,-32.855,0.865,221.57,188.724,191.562
2013-06-24 10:36:18+05:30,50.13,-33.871,0.882,221.72,192.624,195.579
2013-06-24 10:36:19+05:30,50.17,-33.168,0.857,221.83,187.139,190.056
2013-06-24 10:36:20+05:30,50.18,-33.161,0.871,221.63,190.15,193.02
2013-06-24 10:36:21+05:30,50.16,-33.124,0.876,221.63,191.283,194.13
2013-06-24 10:36:22+05:30,50.18,-33.81,0.906,221.47,197.754,200.624
2013-06-24 10:36:23+05:30,50.17,-31.805,0.839,221.63,183.191,185.931
2013-06-24 10:36:24+05:30,50.17,-32.242,0.838,221.82,183.02,185.839
2013-06-24 10:36:25+05:30,50.16,-32.065,0.841,221.5,183.587,186.367
2013-06-24 10:36:26+05:30,50.14,-32.996,0.866,221.57,188.946,191.806
2013-06-24 10:36:27+05:30,50.16,-33.822,0.877,221.57,191.287,194.254
2013-06-24 10:36:28+05:30,50.18,-34.291,0.884,221.54,192.822,195.847
2013-06-24 10:36:29+05:30,50.16,-31.226,0.821,221.59,179.211,181.911
2013-06-24 10:36:30+05:30,50.16,-31.337,0.823,221.63,179.67,182.383
2013-06-24 10:36:31+05:30,50.14,-30.58,0.813,221.55,177.41,180.026
2013-06-24 10:36:32+05:30,50.19,-32.356,0.859,221.5,187.395,190.168
2013-06-24 10:36:33+05:30,50.15,-31.392,0.827,221.65,180.704,183.41
2013-06-24 10:36:34+05:30,50.14,-32.182,0.841,221.48,183.503,186.303
2013-06-24 10:36:35+05:30,50.17,-32.437,0.849,220.94,184.847,187.671
2013-06-24 10:36:36+05:30,50.17,-33.062,0.87,220.73,189.131,192
2013-06-24 10:36:37+05:30,50.14,-33.544,0.878,220.89,190.961,193.885
2013-06-24 10:36:38+05:30,50.17,-30.467,0.806,221.23,175.764,178.385
2013-06-24 10:36:39+05:30,50.15,-30.828,0.815,221.02,177.557,180.214
2013-06-24 10:36:40+05:30,50.16,-31.947,0.837,221,182.213,184.993
2013-06-24 10:36:41+05:30,50.17,-32.508,0.845,220.95,183.891,186.742
2013-06-24 10:36:42+05:30,50.16,-32.195,0.838,220.89,182.271,185.093
2013-06-24 10:36:43+05:30,50.16,-33.556,0.865,220.8,188.003,190.974
2013-06-24 10:36:44+05:30,50.16,-31.798,0.829,220.99,180.491,183.271
2013-06-24 10:36:45+05:30,50.15,-30.853,0.812,220.91,176.71,179.383
2013-06-24 10:36:46+05:30,50.19,-31.167,0.811,220.86,176.342,179.075
2013-06-24 10:36:47+05:30,50.15,-31.285,0.825,220.92,179.637,182.341
2013-06-24 10:36:48+05:30,50.17,-32.492,0.832,220.67,180.807,183.703
2013-06-24 10:36:50+05:30,50.17,-31.772,0.818,220.9,177.872,180.687
2013-06-24 10:36:51+05:30,50.19,-30.837,0.799,220.73,173.655,176.372
2013-06-24 10:36:52+05:30,50.16,-29.845,0.793,220.87,172.612,175.173
2013-06-24 10:36:53+05:30,50.18,-31.68,0.811,220.89,176.207,179.032
2013-06-24 10:36:54+05:30,50.18,-31.766,0.809,220.85,175.87,178.716
2013-06-24 10:36:55+05:30,50.17,-31.079,0.812,221.03,176.753,179.464
2013-06-24 10:36:56+05:30,50.18,-30.591,0.81,220.73,176.087,178.725
2013-06-24 10:36:58+05:30,50.16,-31.006,0.818,220.79,177.942,180.623
2013-06-24 10:36:59+05:30,50.19,-30.536,0.802,220.82,174.506,177.158
2013-06-24 10:37:00+05:30,50.16,-30.348,0.803,221.08,175.021,177.633
2013-06-24 10:37:01+05:30,50.17,-30.681,0.806,220.97,175.369,178.033
2013-06-24 10:37:02+05:30,50.17,-31.051,0.812,220.97,176.811,179.517
2013-06-24 10:37:03+05:30,50.16,-31.585,0.822,221.04,179.028,181.793
2013-06-24 10:37:04+05:30,50.15,-32.233,0.835,221.04,181.721,184.558
2013-06-24 10:37:05+05:30,50.16,-32.028,0.826,220.94,179.66,182.492
2013-06-24 10:37:06+05:30,50.15,-32.8,0.845,220.79,183.606,186.513
2013-06-24 10:37:07+05:30,50.16,-31.826,0.839,220.74,182.38,183.966
2013-06-24 10:37:08+05:30,50.15,-31.515,0.827,221.02,180.499,182.919
2013-06-24 10:37:09+05:30,50.17,-32.111,0.834,221.16,184.292,184.467
2013-06-24 10:37:10+05:30,50.16,-33.159,0.847,221.04,181.613,187.316
2013-06-24 10:37:11+05:30,50.18,-32.892,0.86,220.92,187.464,190.094
2013-06-24 10:37:12+05:30,50.16,-31.423,0.831,220.92,180.753,183.464
2013-06-24 10:37:13+05:30,50.17,-31.917,0.839,221.06,182.674,185.442
2013-06-24 10:37:14+05:30,50.16,-31.359,0.825,220.9,179.462,182.181
2013-06-24 10:37:15+05:30,50.17,-30.938,0.819,220.9,178.219,180.884
2013-06-24 10:37:16+05:30,50.16,-30.513,0.81,220.93,176.43,179.049
2013-06-24 10:37:17+05:30,50.15,-31.31,0.823,220.81,179.11,181.826
2013-06-24 10:37:18+05:30,50.17,-31.02,0.818,220.9,178.093,180.774
2013-06-24 10:37:19+05:30,50.17,-30.888,0.818,220.91,177.944,180.605
2013-06-24 10:37:20+05:30,50.16,-32.258,0.832,220.77,180.808,183.663
2013-06-24 10:37:21+05:30,50.17,-32.293,0.83,220.67,180.295,183.164
2013-06-24 10:37:22+05:30,50.16,-31.314,0.814,220.82,177.039,179.787
2013-06-24 10:37:23+05:30,50.16,-32.226,0.841,220.73,182.743,185.563
2013-06-24 10:37:24+05:30,50.14,-31.863,0.832,220.76,180.781,183.568
2013-06-24 10:37:25+05:30,50.15,-31.89,0.838,220.77,182.136,184.907
2013-06-24 10:37:26+05:30,50.15,-31.974,0.85,220.74,184.821,187.567
2013-06-24 10:37:27+05:30,50.13,-31.076,0.829,220.62,180.327,182.986
2013-06-24 10:37:28+05:30,50.15,-31.17,0.826,220.7,179.498,182.184
2013-06-24 10:37:29+05:30,50.15,-32.436,0.853,220.49,185.374,188.191
2013-06-24 10:37:30+05:30,50.15,-31.233,0.831,220.81,180.818,183.496
2013-06-24 10:37:31+05:30,50.14,-30.195,0.808,220.68,175.838,178.412
2013-06-24 10:37:32+05:30,50.14,-30.071,0.805,220.81,175.14,177.702
2013-06-24 10:37:33+05:30,50.12,-30.043,0.802,220.94,174.604,177.17
2013-06-24 10:37:34+05:30,50.15,-30.043,0.804,220.95,175.037,177.597
2013-06-24 10:37:35+05:30,50.13,-30.861,0.822,220.89,178.922,181.564
2013-06-24 10:37:36+05:30,50.15,-31.622,0.828,220.92,180.161,182.915
2013-06-24 10:37:37+05:30,50.14,-30.765,0.816,220.72,177.365,180.013
2013-06-24 10:37:38+05:30,50.13,-31.795,0.835,220.61,181.509,184.273
2013-06-24 10:37:39+05:30,50.14,-31.662,0.841,220.77,183.031,185.749
2013-06-24 10:37:40+05:30,50.13,-30.242,0.811,220.6,176.372,178.946
2013-06-24 10:37:41+05:30,50.14,-30.287,0.814,220.69,177.152,179.722
2013-06-24 10:37:42+05:30,50.13,-30.985,0.826,220.55,179.587,182.24
2013-06-24 10:37:43+05:30,50.13,-31.126,0.822,220.63,178.776,181.465
2013-06-24 10:37:44+05:30,50.14,-31.596,0.829,220.58,180.169,182.918
2013-06-24 10:37:45+05:30,50.14,-32.075,0.837,220.51,181.87,184.677
2013-06-24 10:37:46+05:30,50.14,-31.814,0.834,220.45,181.154,183.926
2013-06-24 10:37:47+05:30,50.13,-32.313,0.839,220.39,182.171,185.014
2013-06-24 10:37:48+05:30,50.13,-32.053,0.846,220.21,183.59,186.367
2013-06-24 10:37:49+05:30,50.15,-31.5,0.844,220.32,183.209,185.897
2013-06-24 10:37:50+05:30,50.13,-31.447,0.838,220.28,181.976,184.673
2013-06-24 10:37:51+05:30,50.14,-31.164,0.827,220.28,179.507,182.192
2013-06-24 10:37:52+05:30,50.14,-31.215,0.827,220.08,179.403,182.098
2013-06-24 10:37:53+05:30,50.14,-31.037,0.826,220.12,179.052,181.722
2013-06-24 10:37:54+05:30,50.13,-31.159,0.829,220.24,179.897,182.576
2013-06-24 10:37:55+05:30,50.12,-31.36,0.83,220.32,180.099,182.809
2013-06-24 10:37:56+05:30,50.11,-32.96,0.875,220.07,189.812,192.652
2013-06-24 10:37:57+05:30,50.12,-32.142,0.855,220.22,185.56,188.323
2013-06-24 10:37:58+05:30,50.13,-33.22,0.864,220.34,187.51,190.43
2013-06-24 10:37:59+05:30,50.14,-29.821,0.801,220.29,173.844,176.383
2013-06-24 10:38:00+05:30,50.12,-29.89,0.801,220.2,173.794,176.346
2013-06-24 10:38:01+05:30,50.15,-28.984,0.785,220.59,170.701,173.144
2013-06-24 10:38:02+05:30,50.14,-29.684,0.795,220.41,172.646,175.179
2013-06-24 10:38:03+05:30,50.13,-28.353,0.775,220.64,168.716,171.081
2013-06-24 10:38:04+05:30,50.14,-28.887,0.785,220.63,170.786,173.212
2013-06-24 10:38:05+05:30,50.13,-28.089,0.774,220.6,168.48,170.805
2013-06-24 10:38:06+05:30,50.13,-28.738,0.782,220.45,170.034,170.361
2013-06-24 10:38:07+05:30,50.14,-28.159,0.772,220.52,167.917,173.925
2013-06-24 10:38:08+05:30,50.12,-31.526,0.811,220.54,176.303,183.692
2013-06-24 10:38:09+05:30,50.15,-31.024,0.832,220.56,177.673,183.592
2013-06-24 10:38:10+05:30,50.14,-30.216,0.812,220.51,181.202,178.97
2013-06-24 10:38:11+05:30,50.14,-30.432,0.814,220.48,174.423,179.57
2013-06-24 10:38:12+05:30,50.13,-30.267,0.81,220.59,176.056,178.671
2013-06-24 10:38:13+05:30,50.15,-29.942,0.801,220.61,174.249,176.803
2013-06-24 10:38:14+05:30,50.13,-31.213,0.834,220.61,181.365,184.031
2013-06-24 10:38:15+05:30,50.12,-32.53,0.856,220.33,185.794,188.621
2013-06-24 10:38:16+05:30,50.15,-32.194,0.823,220.53,178.675,181.553
2013-06-24 10:38:17+05:30,50.12,-31.278,0.828,220.58,179.967,182.665
2013-06-24 10:38:18+05:30,50.13,-31.193,0.828,220.48,179.915,182.599
2013-06-24 10:38:19+05:30,50.13,-30.381,0.816,220.54,177.364,179.947
2013-06-24 10:38:20+05:30,50.14,-29.839,0.803,220.5,174.448,176.981
2013-06-24 10:38:21+05:30,50.14,-30.574,0.821,220.37,178.24,180.843
2013-06-24 10:38:22+05:30,50.13,-30.619,0.822,220.48,178.649,181.254
2013-06-24 10:38:23+05:30,50.13,-29.845,0.809,220.51,175.807,178.323
2013-06-24 10:38:24+05:30,50.12,-29.003,0.793,220.49,172.388,174.811
2013-06-24 10:38:25+05:30,50.13,-29.668,0.803,220.44,174.489,176.993
2013-06-24 10:38:26+05:30,50.13,-29.529,0.799,220.31,173.544,176.038
2013-06-24 10:38:27+05:30,50.12,-29.774,0.802,220.35,174.173,176.699
2013-06-24 10:38:28+05:30,50.12,-29.858,0.806,220.2,174.957,177.487
2013-06-24 10:38:29+05:30,50.1,-30.235,0.814,220.22,176.76,179.327
2013-06-24 10:38:31+05:30,50.12,-30.544,0.82,220.19,177.951,180.553
2013-06-24 10:38:32+05:30,50.1,-31.029,0.836,220.44,181.603,184.234
2013-06-24 10:38:33+05:30,50.11,-31.148,0.838,220.25,181.961,184.607
2013-06-24 10:38:34+05:30,50.13,-30.672,0.828,220.32,179.817,182.414
2013-06-24 10:38:35+05:30,50.1,-31.301,0.836,220.45,181.613,184.291
2013-06-24 10:38:36+05:30,50.12,-30.297,0.817,220.32,177.44,180.007
2013-06-24 10:38:37+05:30,50.13,-30.068,0.816,220.28,177.22,179.753
2013-06-24 10:38:38+05:30,50.1,-30.757,0.829,220.17,180.019,182.628
2013-06-24 10:38:39+05:30,50.11,-30.738,0.828,220.33,179.76,182.369
2013-06-24 10:38:40+05:30,50.1,-31.255,0.834,219.8,180.671,183.355
2013-06-24 10:38:41+05:30,50.12,-30.652,0.822,219.89,178.151,180.768
2013-06-24 10:38:42+05:30,50.12,-30.414,0.819,219.96,177.66,180.244
2013-06-24 10:38:50+05:30,50.12,-30.757,0.812,219.7,175.744,178.415
2013-06-24 10:38:51+05:30,50.11,-30.979,0.822,220.07,178.305,180.976
2013-06-24 10:38:52+05:30,50.11,-30.333,0.813,220.02,176.388,178.977
2013-06-24 10:38:53+05:30,50.11,-30.521,0.822,219.92,178.217,180.812
2013-06-24 10:38:54+05:30,50.08,-29.627,0.804,219.83,174.184,176.686
2013-06-24 10:38:55+05:30,50.11,-29.845,0.807,219.75,174.807,177.336
2013-06-24 10:38:56+05:30,50.1,-30.154,0.815,219.74,176.62,179.175
2013-06-24 10:38:57+05:30,50.1,-31.489,0.842,219.57,182.237,184.938
2013-06-24 10:38:58+05:30,50.11,-30.971,0.832,219.78,180.109,182.753
2013-06-24 10:38:59+05:30,50.1,-30.691,0.825,219.72,178.754,181.37
2013-06-24 10:39:00+05:30,50.11,-29.545,0.794,219.91,172.059,174.577
2013-06-24 10:39:01+05:30,50.11,-29.781,0.801,219.73,173.443,175.982
2013-06-24 10:39:02+05:30,50.09,-30.878,0.82,219.68,177.545,180.21
2013-06-24 10:39:03+05:30,50.11,-30.589,0.822,219.85,178.048,180.656
2013-06-24 10:39:04+05:30,50.11,-29.912,0.815,219.75,176.528,179.044
2013-06-24 10:39:05+05:30,50.1,-29.751,0.814,219.91,176.597,179.085
2013-06-24 10:39:06+05:30,50.09,-29.378,0.801,220.07,173.907,176.371
2013-06-24 10:39:07+05:30,50.1,-29.267,0.801,220.03,173.727,176.624
2013-06-24 10:39:08+05:30,50.08,-30.531,0.821,219.85,177.88,182.25
2013-06-24 10:39:09+05:30,50.11,-29.525,0.811,219.76,175.766,177.438
2013-06-24 10:39:10+05:30,50.09,-29.071,0.797,219.96,175.831,175.361
2013-06-24 10:39:11+05:30,50.08,-30.171,0.821,219.81,173.062,180.376
2013-06-24 10:39:12+05:30,50.09,-29.888,0.816,219.69,179.249,179.541
2013-06-24 10:39:13+05:30,50.07,-29.595,0.811,219.83,175.698,178.173
2013-06-24 10:39:14+05:30,50.08,-29.889,0.815,219.75,176.406,178.921
2013-06-24 10:39:15+05:30,50.07,-30.089,0.815,219.47,176.357,178.905
2013-06-24 10:39:16+05:30,50.08,-30.513,0.824,219.36,178.194,180.787
2013-06-24 10:39:17+05:30,50.08,-29.996,0.817,219.33,176.743,179.27
2013-06-24 10:39:18+05:30,50.07,-30.386,0.825,219.53,178.432,181.001
2013-06-24 10:39:19+05:30,50.09,-29.761,0.812,219.41,175.697,178.2
2013-06-24 10:39:20+05:30,50.09,-29.179,0.802,219.45,173.489,175.926
2013-06-24 10:39:21+05:30,50.07,-29.867,0.813,219.53,175.937,178.454
2013-06-24 10:39:22+05:30,50.08,-29.945,0.815,219.39,176.197,178.724
2013-06-24 10:39:23+05:30,50.1,-29.652,0.807,219.38,174.615,177.115
2013-06-24 10:39:24+05:30,50.07,-30.116,0.819,219.45,177.277,179.817
2013-06-24 10:39:25+05:30,50.08,-29.722,0.809,219.37,174.97,177.476
2013-06-24 10:39:26+05:30,50.08,-30.112,0.821,219.66,177.801,180.333
2013-06-24 10:39:27+05:30,50.08,-30.418,0.823,219.33,177.98,180.561
2013-06-24 10:39:28+05:30,50.08,-29.792,0.815,219.37,176.315,178.814
2013-06-24 10:39:29+05:30,50.07,-29.54,0.803,219.55,173.92,176.411
2013-06-24 10:39:30+05:30,50.05,-29.761,0.816,219.58,176.669,179.158
2013-06-24 10:39:31+05:30,50.06,-29.496,0.806,219.48,174.398,176.875
2013-06-24 10:39:32+05:30,50.06,-31.119,0.849,219.71,183.909,186.523
2013-06-24 10:39:33+05:30,50.05,-31.739,0.845,219.46,182.812,185.546
2013-06-24 10:41:20+05:30,50.05,-29.761,0.816,219.58,176.669,179.158
2013-06-24 10:41:21+05:30,50.06,-29.496,0.806,219.48,174.398,176.875
2013-06-24 10:41:22+05:30,50.06,-31.119,0.849,219.71,183.909,186.523
2013-06-24 10:41:23+05:30,50.05,-31.739,0.845,219.46,182.812,185.546
2013-06-24 10:41:25+05:30,50.07,-28.151,0.785,221.18,171.233,173.531
2013-06-24 10:41:26+05:30,50.09,-29.069,0.799,221.33,174.437,176.842
2013-06-24 10:41:27+05:30,50.11,-27.369,0.772,221.26,168.635,170.841
2013-06-24 10:41:28+05:30,50.1,-27.343,0.771,221.25,168.382,170.587
2013-06-24 10:41:29+05:30,50.1,-27.544,0.778,221.63,170.194,172.408
2013-06-24 10:41:30+05:30,50.11,-26.428,0.761,221.57,166.461,168.546
2013-06-24 10:41:31+05:30,50.11,-26.415,0.761,221.56,166.583,168.664
2013-06-24 10:41:32+05:30,50.1,-26.702,0.765,221.37,167.19,169.309
2013-06-24 10:41:33+05:30,50.09,-27.57,0.774,221.51,169.327,171.556
2013-06-24 10:41:34+05:30,50.09,-29.413,0.806,221.12,175.805,178.249
2013-06-24 10:41:35+05:30,50.11,-28.472,0.792,221.25,172.85,175.179
2013-06-24 10:41:36+05:30,50.1,-29.155,0.803,221.42,175.48,180.992
2013-06-24 10:41:37+05:30,50.09,-28.125,0.782,221.28,170.647,172.054
2013-06-24 10:41:38+05:30,50.1,-29.874,0.792,221.28,172.871,176.998
2013-06-24 10:41:39+05:30,50.12,-30.746,0.822,221.26,175.161,181.784
2013-06-24 10:41:40+05:30,50.1,-29.633,0.808,221.13,179.024,178.685
2013-06-24 10:41:41+05:30,50.1,-30.097,0.808,221.14,179.657,178.884
2013-06-24 10:41:42+05:30,50.09,-28.041,0.786,221.42,171.713,173.987
2013-06-24 10:41:43+05:30,50.08,-27.956,0.783,221.35,170.89,173.161
2013-06-24 10:41:44+05:30,50.1,-28.77,0.802,221.55,175.309,177.653
2013-06-24 10:41:45+05:30,50.09,-28.552,0.788,220.88,171.628,173.987
2013-06-24 10:41:46+05:30,50.1,-28.326,0.789,221.43,172.51,174.82
2013-06-24 10:41:47+05:30,50.09,-28.532,0.788,221.59,172.167,174.516
2013-06-24 10:41:48+05:30,50.11,-28.878,0.794,221.6,173.519,175.906
